J-SH04_c,J-SH04_c,6000,N,96,96,jpg,5000,N
J-SH04B,J-SH04B,6000,N,96,96,jpg,5000,N
J-SH04B_a,J-SH04B_a,6000,N,96,96,jpg,5000,N
J-SH05,J-SH05,6000,N,120,120,jpg,5000,N
J-SH05_a,J-SH05_a,6000,N,120,120,jpg,5000,N
J-SH06,J-SH06,6000,N,96,96,jpg,5000,N
J-SH07,J-SH07,6000,N,120,120,jpg,5000,N
J-SH08,J-SH08,6000,N,120,120,jpg,5000,N
J-SH09,J-SH09,6000,N,120,120,jpg,5000,N
J-SH09_a,J-SH09_a,6000,N,120,120,jpg,5000,N
J-SH010,J-SH10,6000,N,240,240,jpg,5000,N
J-SH010_a,J-SH10_a,6000,N,240,240,jpg,5000,N
J-SH51,J-SH51,12000,Y,120,120,jpg,10000,Y
J-SH51_a,J-SH51_a,12000,Y,120,120,jpg,10000,Y
J-SH52,J-SH52,12000,Y,120,120,jpg,10000,Y
J-SH53,J-SH53,12000,Y,240,240,jpg,10000,Y
J-SH53_a,J-SH53_a,12000,Y,240,240,jpg,10000,Y
J-T04,J-T04,6000,N,96,96,png,5000,N
J-T04_a,J-T04_a,6000,N,96,96,png,5000,N
J-T05,J-T05,6000,N,120,120,jpg,5000,N
J-T06,J-T06,6000,N,120,120,jpg,5000,N
J-T06_a,J-T06_a,6000,N,120,120,jpg,5000,N
J-T07,J-T07,6000,N,144,144,jpg,5000,N
J-T08,J-T08,6000,N,222,222,jpg,5000,N
J-T09,J-T09,6000,N,144,144,jpg,5000,N
J-T010,J-T10,6000,N,240,240,jpg,5000,N
J-T51,J-T51,12000,Y,144,144,jpg,10000,Y
V702sMO,MOT-C980,300000,Y,176,176,jpg,15000,Y
V702MO,MOT-V980,300000,Y,176,176,jpg,15000,Y
V102D,V102D,6000,N,128,128,jpg,5000,N
V201SH,V201SH,6000,N,240,240,jpg,5000,N
V301D,V301D,6000,N,132,132,jpg,5000,N
V301D_n,V301D_n,6000,N,132,132,jpg,5000,N
V301SH,V301SH,6000,N,240,240,jpg,5000,N
V301T,V301T,6000,N,222,216,jpg,5000,N
V302SH,V302SH,6000,N,240,240,jpg,5000,N
V302T,V302T,6000,N,144,144,jpg,5000,N
V303T(KOTO),V303T,6000,N,222,216,jpg,5000,N
V304T,V304T,6000,N,221,216,jpg,5000,N
V401D,V401D,6000,N,240,240,jpg,5000,N
V401SA,V401SA,6000,N,240,240,jpg,5000,N
V401SH,V401SH,6000,N,240,240,jpg,5000,N
V401T,V401T,6000,N,240,240,jpg,5000,N
V402SH,V402SH,6000,N,240,240,jpg,5000,N
V403SH,V403SH,6000,N,240,240,jpg,5000,N
V501SH,V501SH,30000,Y,240,240,jpg,10000,Y
V501T,V501T,30000,Y,240,240,jpg,10000,Y
V502T,V502T,30000,Y,240,240,jpg,10000,Y
V601N,V601N,12000,Y,160,160,jpg,10000,Y
V601SH,V601SH,12000,Y,240,240,jpg,10000,Y
V601T,V601T,30000,Y,240,240,jpg,10000,Y
V602SH,V602SH,30000,Y,240,240,jpg,10000,Y
V602T,V602T,30000,Y,240,240,jpg,10000,Y
V603SH,V603SH,30000,Y,240,240,jpg,10000,Y
V603T,V603T,30000,Y,240,240,jpg,10000,Y
V604SH,V604SH,30000,Y,240,240,jpg,10000,Y
V604T,V604T,30000,Y,240,240,jpg,10000,Y
V702NK,V702NK,300000,Y,176,176,jpg,15000,Y
V702NKII(V702NK2),V702NK2,300000,Y,176,176,jpg,15000,Y
V703N,V703N,300000,Y,240,240,jpg,15000,Y
V703SH,V703SH,300000,Y,240,240,jpg,15000,Y
V703SHf,V703SHf,300000,Y,240,240,jpg,15000,Y
V705SH,V705SH,300000,Y,240,240,jpg,15000,Y
V705T,V705T,300000,Y,240,240,jpg,15000,Y
V801SA,V801SA,200000,Y,240,240,jpg,18000,Y
V801SA_a,V801SA_a,200000,Y,240,240,jpg,18000,Y
V801SH,V801SH,200000,Y,240,240,jpg,18000,Y
V802N,V802N,300000,Y,240,240,jpg,15000,Y
V802SE,V802SE,300000,Y,176,176,jpg,15000,Y
V802SH,V802SH,300000,Y,240,240,jpg,15000,Y
V803T,V803T,300000,Y,240,240,jpg,15000,Y
V804N,V804N,300000,Y,240,240,jpg,15000,Y
V804NK,V804NK,300000,Y,240,240,jpg,15000,Y
V804SH,V804SH,300000,Y,240,240,jpg,15000,Y
V804SS,V804SS,300000,Y,240,240,jpg,15000,Y
V902SH,V902SH,300000,Y,240,240,jpg,15000,Y
V902T,V902T,300000,Y,240,240,jpg,15000,Y
V903SH,V903SH,300000,Y,240,240,jpg,15000,Y
V903T,V903T,300000,Y,240,240,jpg,15000,Y
V904SH,V904SH,300000,Y,240,240,jpg,15000,Y
V904T,V904T,300000,Y,240,240,jpg,15000,Y
V905SH,V905SH,300000,Y,240,240,jpg,15000,Y
*,*,300000,Y,240,240,jpg,15000,Y
