TK31,KCTC,7500,Y,120,120,jpg,6000,Y
TK40,KCTD,7500,Y,120,120,jpg,6000,Y
TK51,KCTE,7500,Y,120,120,jpg,6000,Y
TK41,KCU1,9000,Y,114,112,jpg,8000,Y
C308P(C308P_A),MA11,1400,Y,122,120,bmp,1300,N
C308P(C308P_B),MA12,1400,Y,122,120,bmp,1300,N
C408P,MA13,7500,Y,115,112,png,6000,Y
C3003P,MA21,9000,Y,132,132,jpg,8000,Y
D305P(D305P_A),MAC1,1400122,120,bmp,1300,N
D305P(D305P_B),MAC2,1400122,120,bmp,1300,N
704G(704G_A),MAI1,1400122,120,bmp,1300,N
D704G(704G_B),MAI2,1400122,120,bmp,1300,N
TP01(TP01_A),MAT1,1400,Y,122,120,bmp,1300,Y
TP01(TP01_B),MAT2,1400,Y,122,120,bmp,1300,Y
TP11,MAT3,7500,Y,96,96,png,6000,Y
TD11,MIT1,7500,Y,120,120,png,6000,Y
A1405PT,PT21,9000,Y,240,240,jpg,20000,Y
A1406PT,PT22,9000,Y,240,240,jpg,20000,Y
A3011SA,SA21,9000,Y,126,120,jpg,8000,Y
A3015SA,SA22,9000,Y,126,120,jpg,8000,Y
A1302SA,SA24,9000,Y,132,132,jpg,20000,Y
A1303SA,SA25,9000,Y,132,132,jpg,20000,Y
A5503SA,SA26,9000,Y,225,224,jpg,20000,Y
A5505SA,SA27,9000,Y,225,224,jpg,20000,Y
A1305SA,SA28,9000,Y,124,120,jpg,20000,Y
A5522SA,SA29,9000,Y,235,232,jpg,20000,Y
W21SA,SA31,9000,Y,225,224,jpg,20000,Y
W22SA,SA32,9000,Y,230,224,jpg,20000,Y
W31SA W31SA II(W31SA),SA33,9000,Y,230,224,jpg,20000,Y
W32SA,SA34,9000,Y,228,224,jpg,20000,Y
W33SA,SA35,9000,Y,228,224,jpg,20000,Y
W41SA,SA36,9000,Y,228,224,jpg,20000,Y
E02SA,SA37,9000,Y,228 ,224 ,jpg,20000,Y
W43SA,SA38,9000,Y,228,224,jpg,20000,Y
W41SH,SH31,9000,Y,229,224,jpg,20000,Y
C305S,SN11,1400,Y,120,120,bmp,1300,N
C404S(C404S_A),SN12,7500,Y,120,120,png,6000,Y
C406S,SN13,7500,Y,120,120,png,6000,Y
C404S(C404S_B),SN14,7500,Y,120,120,png,6000,Y
C413S(C413S_B),SN15,7500,Y,120,120,png,6000,Y
C413S(C413S_A),SN16,7500,Y,120,120,png,6000,Y
C1002S,SN17,7500,Y,120,120,png,6000,Y
A3014S,SN21,9000,Y,120,120,jpg,8000,Y
A1101S,SN22,9000,Y,120,120,jpg,8000,Y
A1301S,SN23,9000,Y,120,120,jpg,20000,Y
A5402S,SN24,9000,Y,120,120,jpg,20000,Y
A5404S,SN25,9000,Y,240,240,jpg,20000,Y
A1402S,SN26,9000,Y,228,224,jpg,20000,Y
A1402S II(A1402S2_A),SN27,9000,Y,228,224,jpg,20000,Y
A1402S II カメラ無し(A1402S2_B),SN28,9000,Y,228,224,jpg,20000,Y
A1404S A1404S II(A1404S),SN29,9000,Y,228,224,jpg,20000,Y
W21S,SN31,9000,Y,228,224,jpg,20000,Y
W31S,SN32,9000,Y,228,224,jpg,20000,Y
W32S,SN33,9000,Y,228,224,jpg,20000,Y
W41S,SN34,9000,Y,228,224,jpg,20000,Y
W32S,SN35,9000,Y,228,224,jpg,20000,Y
W42S,SN36,9000,Y,228,224,jpg,20000,Y
W43S,SN37,9000,Y,228,224,jpg,20000,Y
D306S,SNC1,1400120,120,bmp,1300,N
705G,SNI1,1400120,120,bmp,1300,N
C403ST,ST11,7500,Y,120,120,png,6000,Y
C411ST,ST12,7500,Y,120,120,png,6000,Y
A1011ST,ST13,7500,Y,120,120,jpg,6000,Y
A1014ST,ST14,7500,Y,120,120,jpg,6000,Y
A5306ST,ST21,9000,Y,125,120,jpg,20000,Y
A5307ST(INFOBAR),ST22,9000,Y,125,120,jpg,20000,Y
A5405SA,ST23,9000,Y,127,120,jpg,20000,Y
A5507SA,ST24,9000,Y,235,232,jpg,20000,Y
A5508SA(talby),ST25,9000,Y,235,232,jpg,20000,Y
A5510SA(Sweets),ST26,9000,Y,235,232,jpg,20000,Y
A5514SA,ST27,9000,Y,235,232,jpg,20000,Y
A5518SA,ST28,9000,Y,235,232,jpg,20000,Y
A5519SA(Sweets pure),ST29,9000,Y,235,232,jpg,20000,Y
A5520SA,ST2A,9000,Y,235,232,jpg,20000,Y
W42SA,ST31,9000,Y,235,232,jpg,20000,Y
C304SA,SY11,1400,Y,128,128,bmp,1300,N
C401SA,SY12,7500,Y,120,120,png,6000,Y
C405SA,SY13,1400,Y,120,120,png,1300,Y
C412SA,SY14,7500,Y,120,120,png,6000,Y
C1001SA,SY15,7500,Y,120,120,png,6000,Y
D301SA,SYC1,1400128,128,bmp,1300,N
TS01,SYT1,1400,Y,128,128,bmp,1300,Y
TS02,SYT2,7500,Y,96,96,png,6000,Y
TS11,SYT3,7500,Y,120,120,jpg,6000,Y
TS31,SYT4,7500,Y,120,120,jpg,6000,Y
TS41,SYT5,7500,Y,132,132,jpg,6000,Y
C301T,TS11,1400,Y,120,120,bmp,1300,N
C310T,TS12,7500,Y,96,96,png,6000,N
C410T,TS13,7500,Y,96,96,png,6000,Y
C415T,TS14,7500,Y,96,96,png,6000,Y
C5001T,TS21,9000,Y,144,144,jpg,20000,Y
A3013T,TS22,9000,Y,144,144,jpg,7740,Y
A5301T,TS23,9000,Y,144,144,jpg,20000,Y
A5304T,TS24,9000,Y,144,144,jpg,20000,Y
A1304T A1304T II(A1304T),TS25,9000,Y,144,144,jpg,20000,Y
A5501T,TS26,9000,Y,240,240,jpg,20000,Y
A5504T,TS27,9000,Y,229,224,jpg,20000,Y
A5506T,TS28,9000,Y,229,224,jpg,20000,Y
A5509T,TS29,9000,Y,229,224,jpg,20000,Y
A5511T,TS2A,9000,Y,229,224,jpg,20000,Y
A5516T,TS2B,9000,Y,229,224,jpg,20000,Y
A5517T,TS2C,9000,Y,229,224,jpg,20000,Y
W21T,TS31,9000,Y,229,224,jpg,20000,Y
W31T,TS32,9000,Y,229,224,jpg,20000,Y
W32T,TS33,9000,Y,229,224,jpg,20000,Y
W41T,TS34,9000,Y,229,224,jpg,20000,Y
W42T(neon),TS35,9000,Y,229,224,jpg,20000,Y
W43T,TS36,9000,Y,229,224,jpg,20000,Y
W44T,TS37,9000,Y,229,224,jpg,20000,Y
W45T,TS38,9000,Y,229,224,jpg,20000,Y
D302T,TSC1,1400120,120,bmp,1300,N
701G,TSI1,1400120,120,bmp,1300,N
TT01,TST1,1400,Y,120,120,bmp,1300,Y
TT02,TST2,1400,Y,120,120,bmp,1300,Y
TT03,TST3,7500,Y,120,120,png,6000,Y
TT11,TST4,7500,Y,120,120,jpg,6000,Y
TT21,TST5,7500,Y,140,140,jpg,6000,Y
TT22,TST6,7500,Y,140,140,jpg,6000,Y
TT31,TST7,7500,Y,140,140,jpg,6000,Y
TT32,TST8,7500,Y,140,140,jpg,6000,Y
TT51,TST9,7500,Y,120,120,jpg,6000,Y
*,*,9000,Y,229,224,jpg,20000,Y
